collision_id,unique_id,case_id_pkey,collision_date,collision_time,accident_year,month,day_of_week,time_cat,hour_of_day,time_of_day,season,location_id,weather_id,road_id,party_id,severity_id
617,47795,190537660.0,2019 July 24,15:19:00,2019,July,Wednesday,2:01 pm to 6:00 pm,15,Afternoon,Summer,592,2,1,57660,1
618,27191,170279951.0,2017 April 05,19:20:00,2017,April,Wednesday,6:01 pm to 10:00 pm,19,Evening,Spring,593,2,3,57025,2
619,14300,5386333.0,2011 October 17,22:45:00,2011,October,Monday,10:01 pm to 2:00 am,22,Night,Fall,594,2,12,57054,2
620,39445,130025493.0,2013 January 09,23:15:00,2013,January,Wednesday,10:01 pm to 2:00 am,23,Night,Winter,595,2,3,57621,1
621,26203,130794751.0,2013 September 21,01:19:00,2013,September,Saturday,10:01 pm to 2:00 am,1,Night,Fall,596,2,1,57622,2
622,82684,230211794.0,2023 March 26,19:44:00,2023,March,Sunday,6:01 pm to 10:00 pm,19,Evening,Spring,597,2,33,57660,1
623,47852,190552094.0,2019 July 29,17:40:00,2019,July,Monday,2:01 pm to 6:00 pm,17,Evening,Summer,598,2,1,57659,1
624,23951,6143693.0,2012 October 18,10:40:00,2012,October,Thursday,10:01 am to 2:00 pm,10,Morning,Fall,599,2,2,57390,1
625,50705,190808546.0,2019 October 26,07:25:00,2019,October,Saturday,6:01 am to 10:00 am,7,Morning,Fall,600,2,66,57607,2
626,48206,190547675.0,2019 July 28,06:38:00,2019,July,Sunday,6:01 am to 10:00 am,6,Morning,Summer,601,2,1,57659,1
627,82804,230028022.0,2023 January 12,19:03:00,2023,January,Thursday,6:01 pm to 10:00 pm,19,Evening,Winter,602,2,12,54723,1
628,28690,160898709.0,2016 November 04,12:50:00,2016,November,Friday,10:01 am to 2:00 pm,12,Afternoon,Fall,603,2,2,57603,2
629,59782,220817744.0,2022 November 28,12:56:00,2022,November,Monday,10:01 am to 2:00 pm,12,Afternoon,Fall,604,2,1,57654,12
630,59780,220817170.0,2022 November 28,10:04:00,2022,November,Monday,10:01 am to 2:00 pm,10,Morning,Fall,605,2,2,57619,2
631,86822,240641103.0,2024 October 11,15:55:00,2024,October,Friday,2:01 pm to 6:00 pm,15,Afternoon,Fall,606,2,1,57616,2
632,57133,210235134.0,2021 April 16,20:30:00,2021,April,Friday,6:01 pm to 10:00 pm,20,Evening,Spring,607,2,12,57660,1
633,59515,220781393.0,2022 November 13,16:04:00,2022,November,Sunday,2:01 pm to 6:00 pm,16,Afternoon,Fall,608,2,2,57659,17
634,28380,9020865.0,2006 September 10,08:20:00,2006,September,Sunday,6:01 am to 10:00 am,8,Morning,Fall,609,1,1,57659,1
635,82173,230024064.0,2023 January 11,10:48:00,2023,January,Wednesday,10:01 am to 2:00 pm,10,Morning,Winter,610,4,4,57659,1
636,82575,230437003.0,2023 June 25,05:41:00,2023,June,Sunday,2:01 am to 6:00 am,5,Morning,Summer,611,2,33,57659,4
637,21172,130680564.0,2013 August 16,15:03:00,2013,August,Friday,2:01 pm to 6:00 pm,15,Afternoon,Summer,612,2,2,57390,2
638,27018,170571268.0,2017 July 14,09:32:00,2017,July,Friday,6:01 am to 10:00 am,9,Morning,Summer,613,2,1,57566,1
639,53308,200453954.0,2020 July 29,13:30:00,2020,July,Wednesday,10:01 am to 2:00 pm,13,Afternoon,Summer,614,2,9,57525,2
640,57801,220050217.0,2022 January 23,13:36:00,2022,January,Sunday,10:01 am to 2:00 pm,13,Afternoon,Winter,615,2,9,57524,4
641,56222,210450586.0,2021 July 16,20:10:00,2021,July,Friday,6:01 pm to 10:00 pm,20,Evening,Summer,616,2,1,57658,2
642,31410,3493736.0,2007 November 20,09:46:00,2007,November,Tuesday,6:01 am to 10:00 am,9,Morning,Fall,617,2,2,57658,1
643,9518,2008247.0,2005 March 15,09:35:00,2005,March,Tuesday,6:01 am to 10:00 am,9,Morning,Spring,618,2,2,57659,1
644,58637,220620826.0,2022 September 12,00:11:00,2022,September,Monday,10:01 pm to 2:00 am,0,Night,Fall,619,2,3,57659,1
645,3969,3709538.0,2008 February 06,09:05:00,2008,February,Wednesday,6:01 am to 10:00 am,9,Morning,Winter,620,11,1,57659,14
646,43952,180091165.0,2018 February 03,12:36:00,2018,February,Saturday,10:01 am to 2:00 pm,12,Afternoon,Winter,621,2,2,56318,19
647,59406,220847854.0,2022 December 11,10:05:00,2022,December,Sunday,10:01 am to 2:00 pm,10,Morning,Winter,622,2,4,57406,1
648,42559,2237410.0,2005 September 06,08:20:00,2005,September,Tuesday,6:01 am to 10:00 am,8,Morning,Fall,623,1,2,57658,8
649,48469,190520966.0,2019 July 18,14:10:00,2019,July,Thursday,2:01 pm to 6:00 pm,14,Afternoon,Summer,624,2,1,57659,1
650,60043,220735237.0,2022 October 25,16:15:00,2022,October,Tuesday,2:01 pm to 6:00 pm,16,Afternoon,Fall,625,2,1,57581,1
651,83578,230583402.0,2023 August 17,07:22:00,2023,August,Thursday,6:01 am to 10:00 am,7,Morning,Summer,626,2,2,57569,1
652,86481,240557390.0,2024 September 04,21:44:00,2024,September,Wednesday,6:01 pm to 10:00 pm,21,Night,Fall,627,2,3,57649,1
653,39890,6076580.0,2012 June 06,17:36:00,2012,June,Wednesday,2:01 pm to 6:00 pm,17,Evening,Summer,628,2,2,57581,1
654,35604,5545055.0,2012 January 05,09:15:00,2012,January,Thursday,6:01 am to 10:00 am,9,Morning,Winter,629,2,1,57658,14
655,59315,220412394.0,2022 June 23,14:00:00,2022,June,Thursday,10:01 am to 2:00 pm,14,Afternoon,Summer,630,1,2,57659,1
656,6509,2384304.0,2005 October 19,06:00:00,2005,October,Wednesday,6:01 am to 10:00 am,6,Morning,Fall,631,4,7,55753,1
657,26388,130148493.0,2013 February 20,14:25:00,2013,February,Wednesday,2:01 pm to 6:00 pm,14,Afternoon,Winter,632,2,1,57525,1
658,17444,2160735.0,2005 July 18,14:16:00,2005,July,Monday,2:01 pm to 6:00 pm,14,Afternoon,Summer,633,2,1,57660,2
659,53039,200356778.0,2020 June 13,18:45:00,2020,June,Saturday,6:01 pm to 10:00 pm,18,Evening,Summer,634,2,1,57622,1
660,81978,230333398.0,2023 May 13,22:02:00,2023,May,Saturday,10:01 pm to 2:00 am,22,Night,Spring,635,2,3,57659,8
661,55178,210280769.0,2021 May 07,18:21:00,2021,May,Friday,6:01 pm to 10:00 pm,18,Evening,Spring,636,2,1,57585,8
662,5853,3724699.0,2008 March 22,17:02:00,2008,March,Saturday,2:01 pm to 6:00 pm,17,Evening,Spring,637,2,2,57660,2
663,54376,200755766.0,2020 December 15,18:16:00,2020,December,Tuesday,6:01 pm to 10:00 pm,18,Evening,Winter,638,2,67,57614,2
664,59976,220743519.0,2022 October 28,20:20:00,2022,October,Friday,6:01 pm to 10:00 pm,20,Evening,Fall,639,2,3,57659,11
665,53074,200358144.0,2020 June 14,15:20:00,2020,June,Sunday,2:01 pm to 6:00 pm,15,Afternoon,Summer,640,2,1,57581,1
666,14891,6093588.0,2012 September 09,19:27:00,2012,September,Sunday,6:01 pm to 10:00 pm,19,Evening,Fall,641,2,3,57659,1
667,9235,180804996.0,2018 October 23,15:10:00,2018,October,Tuesday,2:01 pm to 6:00 pm,15,Afternoon,Fall,642,2,1,57660,1
668,60054,220748672.0,2022 October 31,07:15:00,2022,October,Monday,6:01 am to 10:00 am,7,Morning,Fall,643,2,33,57639,1
669,7413,6089147.0,2012 April 21,16:40:00,2012,April,Saturday,2:01 pm to 6:00 pm,16,Afternoon,Spring,644,2,2,57654,1
670,52845,200263656.0,2020 April 27,19:52:00,2020,April,Monday,6:01 pm to 10:00 pm,19,Evening,Spring,645,2,1,57649,2
671,40345,150192066.0,2015 March 03,07:33:00,2015,March,Tuesday,6:01 am to 10:00 am,7,Morning,Spring,646,2,1,57649,1
672,74073,240069856.0,2024 January 31,22:05:00,2024,January,Wednesday,10:01 pm to 2:00 am,22,Night,Winter,647,7,13,57557,10
673,57114,210052530.0,2021 January 23,18:10:00,2021,January,Saturday,6:01 pm to 10:00 pm,18,Evening,Winter,648,2,3,57660,1
674,83073,230126046.0,2023 February 20,19:24:00,2023,February,Monday,6:01 pm to 10:00 pm,19,Evening,Winter,649,2,12,57467,1
675,28843,9005483.0,2006 August 06,04:50:00,2006,August,Sunday,2:01 am to 6:00 am,4,Night,Summer,650,2,3,57585,8
676,48218,190566114.0,2019 August 03,14:24:00,2019,August,Saturday,2:01 pm to 6:00 pm,14,Afternoon,Summer,651,1,2,57649,1
677,32380,2339884.0,2005 October 06,10:48:00,2005,October,Thursday,10:01 am to 2:00 pm,10,Morning,Fall,652,2,2,57660,2
678,55563,210310140.0,2021 May 20,12:47:00,2021,May,Thursday,10:01 am to 2:00 pm,12,Afternoon,Spring,653,2,1,57585,1
679,48243,190588419.0,2019 August 11,12:53:00,2019,August,Sunday,10:01 am to 2:00 pm,12,Afternoon,Summer,654,2,1,57658,1
680,59802,220840789.0,2022 December 07,23:04:00,2022,December,Wednesday,10:01 pm to 2:00 am,23,Night,Winter,655,2,12,57448,4
681,52326,200134245.0,2020 February 22,13:07:00,2020,February,Saturday,10:01 am to 2:00 pm,13,Afternoon,Winter,656,1,2,57649,4
682,19638,3730170.0,2008 March 17,09:15:00,2008,March,Monday,6:01 am to 10:00 am,9,Morning,Spring,657,2,1,57649,1
683,57338,220022658.0,2022 January 11,12:33:00,2022,January,Tuesday,10:01 am to 2:00 pm,12,Afternoon,Winter,658,2,1,57659,14
684,52957,200307737.0,2020 May 20,19:54:00,2020,May,Wednesday,6:01 pm to 10:00 pm,19,Evening,Spring,659,1,15,57621,17
685,36259,3496575.0,2007 November 22,19:04:00,2007,November,Thursday,6:01 pm to 10:00 pm,19,Evening,Fall,660,2,3,57659,17
686,26227,140420651.0,2014 May 20,08:00:00,2014,May,Tuesday,6:01 am to 10:00 am,8,Morning,Spring,661,2,1,57649,1
687,59849,220696924.0,2022 October 10,16:29:00,2022,October,Monday,2:01 pm to 6:00 pm,16,Afternoon,Fall,662,1,1,57566,1
688,48426,190726051.0,2019 September 27,19:49:00,2019,September,Friday,6:01 pm to 10:00 pm,19,Evening,Fall,663,2,33,57576,1
689,10067,150591628.0,2015 July 07,16:24:00,2015,July,Tuesday,2:01 pm to 6:00 pm,16,Afternoon,Summer,664,1,1,57581,1
690,59538,220798257.0,2022 November 20,01:15:00,2022,November,Sunday,10:01 pm to 2:00 am,1,Night,Fall,665,2,34,55025,2
691,49468,190784902.0,2019 October 18,08:25:00,2019,October,Friday,6:01 am to 10:00 am,8,Morning,Fall,666,2,2,57128,1
692,15878,2339083.0,2005 October 28,23:00:00,2005,October,Friday,10:01 pm to 2:00 am,23,Night,Fall,667,4,13,57660,1
693,31394,5545067.0,2012 January 28,14:38:00,2012,January,Saturday,2:01 pm to 6:00 pm,14,Afternoon,Winter,668,2,1,57659,2
694,52879,200284668.0,2020 May 08,21:35:00,2020,May,Friday,6:01 pm to 10:00 pm,21,Night,Spring,669,2,3,56363,4
695,25978,3539986.0,2007 December 15,10:40:00,2007,December,Saturday,10:01 am to 2:00 pm,10,Morning,Winter,670,2,1,57659,2
696,83039,230106264.0,2023 February 13,05:17:00,2023,February,Monday,2:01 am to 6:00 am,5,Morning,Winter,671,2,3,57585,2
697,26280,9009619.0,2006 August 27,16:03:00,2006,August,Sunday,2:01 pm to 6:00 pm,16,Afternoon,Summer,672,2,1,57659,1
698,8927,130966483.0,2013 November 14,16:19:00,2013,November,Thursday,2:01 pm to 6:00 pm,16,Afternoon,Fall,673,2,1,57622,2
699,3471,150847631.0,2015 September 27,15:49:00,2015,September,Sunday,2:01 pm to 6:00 pm,15,Afternoon,Fall,674,2,1,57585,1
700,3841,140753430.0,2014 September 07,09:04:00,2014,September,Sunday,6:01 am to 10:00 am,9,Morning,Fall,573,1,16,57659,3
701,83121,230138217.0,2023 February 25,15:45:00,2023,February,Saturday,2:01 pm to 6:00 pm,15,Afternoon,Winter,675,2,1,57659,1
702,84779,240035700.0,2024 January 15,17:00:00,2024,January,Monday,2:01 pm to 6:00 pm,17,Evening,Winter,676,2,4,57639,1
703,25108,3324992.0,2007 August 01,10:44:00,2007,August,Wednesday,10:01 am to 2:00 pm,10,Morning,Summer,677,2,1,57659,8
704,28679,2116992.0,2005 July 06,12:00:00,2005,July,Wednesday,10:01 am to 2:00 pm,12,Afternoon,Summer,678,2,1,57622,1
705,12003,170031557.0,2017 January 12,15:51:00,2017,January,Thursday,2:01 pm to 6:00 pm,15,Afternoon,Winter,277,1,1,57658,1
706,40183,3538762.0,2007 December 19,14:11:00,2007,December,Wednesday,2:01 pm to 6:00 pm,14,Afternoon,Winter,679,2,1,57659,1
707,53281,200439716.0,2020 July 22,20:11:00,2020,July,Wednesday,6:01 pm to 10:00 pm,20,Evening,Summer,680,2,1,57659,1
708,49757,190731737.0,2019 September 29,20:51:00,2019,September,Sunday,6:01 pm to 10:00 pm,20,Evening,Fall,681,2,3,57659,1
709,41745,6080390.0,2012 April 25,15:35:00,2012,April,Wednesday,2:01 pm to 6:00 pm,15,Afternoon,Spring,682,2,2,57459,1
710,57631,220176904.0,2022 March 15,12:40:00,2022,March,Tuesday,10:01 am to 2:00 pm,12,Afternoon,Spring,683,2,2,57581,2
711,59676,220753364.0,2022 November 01,15:09:00,2022,November,Tuesday,2:01 pm to 6:00 pm,15,Afternoon,Fall,684,2,2,57654,1
712,47837,190522677.0,2019 July 19,07:36:00,2019,July,Friday,6:01 am to 10:00 am,7,Morning,Summer,685,2,1,57658,1
713,13369,140474733.0,2014 June 07,14:42:00,2014,June,Saturday,2:01 pm to 6:00 pm,14,Afternoon,Summer,686,2,1,57237,2
714,3111,151096681.0,2015 December 20,12:45:00,2015,December,Sunday,10:01 am to 2:00 pm,12,Afternoon,Winter,687,2,2,57522,8
715,5278,2311749.0,2005 September 29,13:30:00,2005,September,Thursday,10:01 am to 2:00 pm,13,Afternoon,Fall,688,2,8,57660,8
716,58674,220469191.0,2022 July 14,15:00:00,2022,July,Thursday,2:01 pm to 6:00 pm,15,Afternoon,Summer,689,2,40,55715,4
717,38756,2146626.0,2005 July 16,10:20:00,2005,July,Saturday,10:01 am to 2:00 pm,10,Morning,Summer,315,1,1,57659,13
718,2922,180378907.0,2018 May 21,14:58:00,2018,May,Monday,2:01 pm to 6:00 pm,14,Afternoon,Spring,690,2,1,57454,2
719,36821,6221923.0,2012 December 06,19:57:00,2012,December,Thursday,6:01 pm to 10:00 pm,19,Evening,Winter,332,2,3,57660,3
720,4008,5484392.0,2012 January 09,18:20:00,2012,January,Monday,6:01 pm to 10:00 pm,18,Evening,Winter,691,2,12,57088,2
721,84765,240032687.0,2024 January 15,15:27:00,2024,January,Monday,2:01 pm to 6:00 pm,15,Afternoon,Winter,692,2,1,57454,1
722,24887,3539307.0,2007 November 23,14:30:00,2007,November,Friday,2:01 pm to 6:00 pm,14,Afternoon,Fall,693,2,2,57561,2
723,43195,3342333.0,2007 August 28,07:30:00,2007,August,Tuesday,6:01 am to 10:00 am,7,Morning,Summer,694,2,1,57658,1
724,83271,230867450.0,2023 December 11,08:34:00,2023,December,Monday,6:01 am to 10:00 am,8,Morning,Winter,695,2,1,57659,11
725,8568,2081762.0,2005 June 06,08:18:00,2005,June,Monday,6:01 am to 10:00 am,8,Morning,Summer,696,2,1,57621,2
726,82149,230077502.0,2023 February 01,18:50:00,2023,February,Wednesday,6:01 pm to 10:00 pm,18,Evening,Winter,697,2,12,57566,2
727,30557,5484719.0,2012 January 05,17:46:00,2012,January,Thursday,2:01 pm to 6:00 pm,17,Evening,Winter,698,2,12,57553,2
728,48811,190607887.0,2019 August 18,02:50:00,2019,August,Sunday,2:01 am to 6:00 am,2,Night,Summer,699,2,3,57525,4
729,50398,190917705.0,2019 December 05,20:58:00,2019,December,Thursday,6:01 pm to 10:00 pm,20,Evening,Winter,700,2,3,57569,1
730,4455,130449081.0,2013 May 31,15:59:00,2013,May,Friday,2:01 pm to 6:00 pm,15,Afternoon,Spring,701,2,1,57622,2
731,26376,170167306.0,2017 February 27,22:10:00,2017,February,Monday,10:01 pm to 2:00 am,22,Night,Winter,702,2,12,57137,4
732,9414,180488136.0,2018 July 01,15:43:00,2018,July,Sunday,2:01 pm to 6:00 pm,15,Afternoon,Summer,703,2,1,57639,3
733,47557,190345059.0,2019 May 14,11:25:00,2019,May,Tuesday,10:01 am to 2:00 pm,11,Morning,Spring,704,2,1,57614,1
734,22939,3336744.0,2007 August 21,18:50:00,2007,August,Tuesday,6:01 pm to 10:00 pm,18,Evening,Summer,705,1,68,47549,2
735,52913,200301466.0,2020 May 18,07:40:00,2020,May,Monday,6:01 am to 10:00 am,7,Morning,Spring,706,2,1,57659,8
736,22245,5769691.0,2012 July 11,19:44:00,2012,July,Wednesday,6:01 pm to 10:00 pm,19,Evening,Summer,707,2,2,57123,4
737,82705,230332635.0,2023 May 13,15:19:00,2023,May,Saturday,2:01 pm to 6:00 pm,15,Afternoon,Spring,708,2,1,57581,2
738,59988,220750768.0,2022 November 01,01:10:00,2022,November,Tuesday,10:01 pm to 2:00 am,1,Night,Fall,709,1,13,57607,1
739,7366,3398911.0,2007 October 30,08:50:00,2007,October,Tuesday,6:01 am to 10:00 am,8,Morning,Fall,710,2,1,57658,1
740,75,150413583.0,2015 May 12,16:28:00,2015,May,Tuesday,2:01 pm to 6:00 pm,16,Afternoon,Spring,711,2,2,57561,2
741,52906,200297962.0,2020 May 16,09:20:00,2020,May,Saturday,6:01 am to 10:00 am,9,Morning,Spring,712,3,69,57639,1
742,39939,6142257.0,2012 May 27,14:55:00,2012,May,Sunday,2:01 pm to 6:00 pm,14,Afternoon,Spring,713,2,2,57659,8
743,28285,160499448.0,2016 June 20,06:55:00,2016,June,Monday,6:01 am to 10:00 am,6,Morning,Summer,714,2,47,56954,2
744,47326,190339262.0,2019 May 12,03:45:00,2019,May,Sunday,2:01 am to 6:00 am,3,Night,Spring,715,2,3,57585,2
745,36545,150225300.0,2015 March 13,15:42:00,2015,March,Friday,2:01 pm to 6:00 pm,15,Afternoon,Spring,716,2,1,57622,1
746,85213,240043151.0,2024 January 11,16:40:00,2024,January,Thursday,2:01 pm to 6:00 pm,16,Afternoon,Winter,717,3,1,57585,1
747,30853,3400204.0,2007 October 12,20:40:00,2007,October,Friday,6:01 pm to 10:00 pm,20,Evening,Fall,718,2,3,57649,6
748,28087,5542219.0,2012 February 26,03:26:00,2012,February,Sunday,2:01 am to 6:00 am,3,Night,Winter,719,2,3,57659,6
749,17946,140287025.0,2014 April 06,23:06:00,2014,April,Sunday,10:01 pm to 2:00 am,23,Night,Spring,720,2,3,57280,1
750,8949,2395886.0,2005 November 21,11:28:00,2005,November,Monday,10:01 am to 2:00 pm,11,Morning,Fall,721,2,1,57649,1
751,31147,6223635.0,2012 October 24,14:30:00,2012,October,Wednesday,2:01 pm to 6:00 pm,14,Afternoon,Fall,722,2,2,57660,1
752,22180,140993965.0,2014 November 24,04:49:00,2014,November,Monday,2:01 am to 6:00 am,4,Night,Fall,723,2,70,56833,1
753,32521,3439208.0,2007 September 27,21:11:00,2007,September,Thursday,6:01 pm to 10:00 pm,21,Night,Fall,724,2,3,57622,4
754,3584,2126453.0,2005 April 04,08:48:00,2005,April,Monday,6:01 am to 10:00 am,8,Morning,Spring,725,2,1,57659,14
755,48259,190600132.0,2019 August 15,10:45:00,2019,August,Thursday,10:01 am to 2:00 pm,10,Morning,Summer,726,2,1,56772,1
756,22166,130659428.0,2013 August 10,01:40:00,2013,August,Saturday,10:01 pm to 2:00 am,1,Night,Summer,727,2,3,57654,4
757,83546,230559964.0,2023 August 08,20:27:00,2023,August,Tuesday,6:01 pm to 10:00 pm,20,Evening,Summer,728,6,13,57649,2
758,39101,3319378.0,2007 August 02,21:48:00,2007,August,Thursday,6:01 pm to 10:00 pm,21,Night,Summer,729,1,3,57658,1
759,57577,220163177.0,2022 March 11,18:16:00,2022,March,Friday,6:01 pm to 10:00 pm,18,Evening,Spring,730,2,15,57581,2
760,28463,170223685.0,2017 March 18,14:29:00,2017,March,Saturday,2:01 pm to 6:00 pm,14,Afternoon,Spring,567,2,1,55188,2
761,18672,5484076.0,2012 January 05,09:10:00,2012,January,Thursday,6:01 am to 10:00 am,9,Morning,Winter,731,2,1,57655,1
762,31822,3325027.0,2007 August 03,20:30:00,2007,August,Friday,6:01 pm to 10:00 pm,20,Evening,Summer,732,2,3,57659,14
763,48951,190802708.0,2019 October 24,10:11:00,2019,October,Thursday,10:01 am to 2:00 pm,10,Morning,Fall,733,2,2,54942,2
764,59621,220878940.0,2022 December 24,23:24:00,2022,December,Saturday,10:01 pm to 2:00 am,23,Night,Winter,734,2,3,57659,8
765,35936,170385978.0,2017 May 11,09:30:00,2017,May,Thursday,6:01 am to 10:00 am,9,Morning,Spring,735,2,1,57659,1
766,30976,6135442.0,2012 June 05,06:41:00,2012,June,Tuesday,6:01 am to 10:00 am,6,Morning,Summer,51,2,2,57659,8
767,77945,200022327.0,2020 January 09,18:49:00,2020,January,Thursday,6:01 pm to 10:00 pm,18,Evening,Winter,736,2,12,57557,14
768,43687,3538731.0,2007 December 01,14:08:00,2007,December,Saturday,2:01 pm to 6:00 pm,14,Afternoon,Winter,737,2,2,57654,1
769,41784,5477524.0,2011 December 01,15:00:00,2011,December,Thursday,2:01 pm to 6:00 pm,15,Afternoon,Winter,738,2,1,57621,1
770,84157,230450986.0,2023 June 30,09:08:00,2023,June,Friday,6:01 am to 10:00 am,9,Morning,Summer,739,2,1,57659,2
771,53218,200413782.0,2020 July 10,18:04:00,2020,July,Friday,6:01 pm to 10:00 pm,18,Evening,Summer,740,2,2,57614,1
772,39374,170529239.0,2017 June 29,10:25:00,2017,June,Thursday,10:01 am to 2:00 pm,10,Morning,Summer,741,1,1,57659,1
773,50313,190816254.0,2019 October 28,19:42:00,2019,October,Monday,6:01 pm to 10:00 pm,19,Evening,Fall,742,2,71,57569,2
774,6381,170033268.0,2017 January 13,10:10:00,2017,January,Friday,10:01 am to 2:00 pm,10,Morning,Winter,743,8,1,57649,14
775,15983,170212741.0,2017 March 03,08:15:00,2017,March,Friday,6:01 am to 10:00 am,8,Morning,Spring,744,2,2,24578,2
776,16341,130021667.0,2013 January 08,17:50:00,2013,January,Tuesday,2:01 pm to 6:00 pm,17,Evening,Winter,745,2,15,57390,1
777,59423,220861553.0,2022 December 16,17:29:00,2022,December,Friday,2:01 pm to 6:00 pm,17,Evening,Winter,746,2,29,57654,1
778,25914,140869950.0,2014 March 04,19:08:00,2014,March,Tuesday,6:01 pm to 10:00 pm,19,Evening,Spring,747,8,3,57649,1
779,13856,4333398.0,2009 July 27,18:53:00,2009,July,Monday,6:01 pm to 10:00 pm,18,Evening,Summer,748,2,33,57658,8
780,113,180791484.0,2018 October 18,15:00:00,2018,October,Thursday,2:01 pm to 6:00 pm,15,Afternoon,Fall,749,2,2,57576,1
781,31543,6104436.0,2012 August 08,14:08:00,2012,August,Wednesday,2:01 pm to 6:00 pm,14,Afternoon,Summer,750,2,1,57659,1
782,59399,220835865.0,2022 December 05,23:08:00,2022,December,Monday,10:01 pm to 2:00 am,23,Night,Winter,751,4,13,57649,4
783,16937,170032834.0,2017 January 13,05:54:00,2017,January,Friday,2:01 am to 6:00 am,5,Morning,Winter,752,2,3,57585,3
784,60115,220878752.0,2022 December 23,21:31:00,2022,December,Friday,6:01 pm to 10:00 pm,21,Night,Winter,753,2,3,57658,1
785,16484,3462708.0,2007 October 12,12:55:00,2007,October,Friday,10:01 am to 2:00 pm,12,Afternoon,Fall,754,7,16,57649,1
786,59495,220759594.0,2022 November 04,12:43:00,2022,November,Friday,10:01 am to 2:00 pm,12,Afternoon,Fall,755,2,1,57649,1
787,52970,200331827.0,2020 June 01,13:00:00,2020,June,Monday,10:01 am to 2:00 pm,13,Afternoon,Summer,756,2,1,57390,2
788,4285,3497565.0,2007 November 21,16:58:00,2007,November,Wednesday,2:01 pm to 6:00 pm,16,Afternoon,Fall,757,2,15,57659,2
789,14175,2340011.0,2005 October 25,16:27:00,2005,October,Tuesday,2:01 pm to 6:00 pm,16,Afternoon,Fall,758,2,1,57658,3
790,54567,210109125.0,2021 February 17,18:25:00,2021,February,Wednesday,6:01 pm to 10:00 pm,18,Evening,Winter,759,6,3,57123,2
791,84141,230483943.0,2023 July 12,15:55:00,2023,July,Wednesday,2:01 pm to 6:00 pm,15,Afternoon,Summer,760,2,2,57468,1
792,34003,3371085.0,2007 September 14,12:50:00,2007,September,Friday,10:01 am to 2:00 pm,12,Afternoon,Fall,761,2,1,57649,1
793,59464,220764907.0,2022 November 06,19:20:00,2022,November,Sunday,6:01 pm to 10:00 pm,19,Evening,Fall,762,2,7,57603,17
794,7760,150074975.0,2015 January 24,23:18:00,2015,January,Saturday,10:01 pm to 2:00 am,23,Night,Winter,763,2,29,57660,3
795,7146,6068234.0,2012 September 05,11:41:00,2012,September,Wednesday,10:01 am to 2:00 pm,11,Morning,Fall,764,1,2,57655,2
